,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
101387,5hhHYgKKTxk16lx6lIzFK6,We Are Family - Sure Is Pure Remix,37,502107,0,"['Sister Sledge', 'Sure Is Pure']","['6gkWznnJkdkwRPVcmnrays', '1PFa1mYyMKyimqFtX8XTsG']",1979-02-15,0.791,0.603,2,-11.123,1,0.0641,0.0325,0.0,0.0389,0.665,115.722,4
276651,0MKQMuVOTbLnN6sMuie5lC,偏愛,45,212800,0,['張芸京'],['4H9VA7rBX71lDkmODcb5u3'],2009-06-03,0.602,0.526,6,-7.285,0,0.0303,0.24,0.0,0.103,0.378,139.939,4
517994,6BIOksM0YXaDQAG9glSLIn,Paruvathil Konjanm,8,199840,0,"['T. M. Soundararajan', 'L. R. Eswari']","['4y01WeCT5mNIAYRPjJ4sgj', '4tGWdSKKqKmaVQogfAFnlx']",1965-03-27,0.522,0.532,10,-4.42,0,0.0398,0.903,0.00338,0.234,0.96,119.142,4
315316,0EaPyNrLGZ4er1W8wl5Jy3,Ein úti á götu gekk,6,155852,0,['Vilhjálmur Vilhjálmsson'],['4ljaFYAgLBet2a5qtgGrsG'],1972-01-01,0.595,0.394,3,-13.336,1,0.0398,0.526,5.35e-06,0.337,0.634,141.881,4
211961,2IViAyalheAvrT9ErMCABT,EL BARCO,74,203933,0,['KAROL G'],['790FomKkXshlbRYZFtlgla'],2021-03-25,0.852,0.852,8,-3.476,0,0.0444,0.574,0.000103,0.326,0.881,143.952,4
316848,0aEsr4q0MFK16JfWeX5ML4,Hver er svo sekur?,3,170434,0,['Jonee Jonee'],['1BsULKY6ku5bRZqf2PfpJG'],1982-01-01,0.485,0.796,1,-12.652,1,0.0841,0.139,0.00132,0.155,0.684,159.717,4
114824,4iVD0fTHGxV9JWloujsL3s,Double Up (feat. Belly and Dom Kennedy),70,361280,1,"['Nipsey Hussle', 'Belly', 'Dom Kennedy']","['0EeQBlQJFiAfJeVN2vT9s0', '0FOWNUFHPnMy0vOw1siGqi', '3s8alQfNnY0roAHaJh7Xxt']",2018-02-16,0.604,0.436,2,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,4
321926,4UqZhGFlrZeN6SaBnw8QHB,Skipsferðin,11,134862,0,['Karl Ágúst Úlfsson'],['6dVPGygWmTvfvVXP7D8M6L'],2007-01-01,0.745,0.0964,0,-22.984,1,0.819,0.328,0.0,0.0822,0.0587,49.321,4
138431,2pPsKlHGzZR60fDYUO4XFa,Triste Muñeca,5,193093,0,['Johnny Pacheco Y Su Charanga'],['2JK0DNoBRuK2rH1tQrBsvA'],1961-01-01,0.608,0.422,5,-6.581,1,0.0316,0.742,0.0,0.0667,0.846,116.991,4
15433,2z4J0biA8y6RHxk7zyecAj,"Mélodies (2006 Digital Remaster), Fêtes galantes I (Verlaine): En Sourdine",0,170053,0,"['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris']","['1Uff91EOsvd99rtAupatMP', '3ahkASqzOZFIrXLlwtkJyw', '3GccruQSyms9bZa8YtStag', '3ogSgzfQQRRdeY7X9gzbYQ']",1941,0.335,0.0722,8,-22.843,0,0.0482,0.99,0.0,0.197,0.181,93.588,4
236107,45vyIerzBSywZcIbtJX37h,Muñequita Mía,42,179907,0,['Los Angeles De Charly'],['0fdpJLsenUo15X3dPPWJSR'],1999-01-01,0.617,0.675,11,-3.929,0,0.0299,0.0454,0.0,0.216,0.652,155.885,4
217822,5Mv4qTi5hSGgyjTLho55AQ,Cinco Pistolas,30,184222,0,['La Derecha'],['7JNwRhdFj1nB8I1OKTHbCO'],2011-08-15,0.6,0.898,2,-4.988,0,0.0803,0.00442,0.0399,0.104,0.76,156.029,4
520984,1YrHmZNSG9MI3LNp8v06Cc,Ya Ravji Basa Bhavji,12,358387,0,['Asha Bhosle'],['5as8A4G47Ohu9NSWs3Je8U'],1978-12-31,0.633,0.338,7,-12.498,1,0.28,0.977,0.784,0.102,0.67,69.018,4
408982,040IM2uExnONbQwn4T82vt,我比誰都愛你 - 演奏曲,19,224226,0,['賴佩霞'],['47zj6tMajNRsdp5Pm0ryEn'],1986-02-01,0.35,0.302,5,-14.044,0,0.0378,0.552,0.947,0.0986,0.149,122.045,3
229731,4FWVsCa6jgbMnZjMMoBWfu,זה אני,28,233133,0,['Eyal Golan'],['54jZWpivOTllo1afYNSx5U'],2009-05-09,0.633,0.775,4,-3.276,0,0.0308,0.171,0.0,0.036,0.498,114.054,3
202146,0ZApPjYkpiYfEnJHdWohKz,Polka Dots And Moonbeams,10,193000,0,['Nelson Riddle'],['6PyGlGbMoNqkofF14K4BWb'],1958-01-01,0.165,0.27,5,-18.02,1,0.0406,0.165,0.954,0.144,0.149,48.734,4
130569,7pHz9U4AZVAQXjs6ik0duH,Cath...,56,229667,0,['Death Cab for Cutie'],['0YrtvWJMgSdVrk3SfNjTbx'],2008-04-29,0.376,0.92,9,-7.438,1,0.0349,0.0288,0.0142,0.132,0.381,165.792,4
3978,00CtR42p0MqXmjD2KqS4av,Ramona - Remasterizado,0,146880,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1928-05-14,0.577,0.269,5,-16.844,1,0.162,0.978,0.000136,0.148,0.613,131.096,3
453510,73RXAmGhFVCABQiEH7PfuX,Purple Rain,28,345107,0,['Etta James'],['0iOVhN3tnSvgDbcg25JoJb'],1994,0.613,0.434,10,-10.814,1,0.031,0.442,2.15e-06,0.0891,0.487,119.906,4
507692,2O22oX57dVrtzjICdjEESi,Homokba Rajzolt Szerelem,22,180600,0,['Rudolf Krisz'],['3dXdxFMeX5XhIgoxazhR5Y'],2001,0.65,0.658,9,-8.041,1,0.048,0.0277,0.0,0.108,0.724,130.007,4
499673,5OEQhgJEYI352e3aEx9gC6,Hoffentlich nicht - AliVice Electro Mix,45,182625,1,['Brockmaster B.'],['0KORthDLKdfXtb9E58Uy0Q'],2009-10-23,0.619,0.713,5,-8.084,0,0.29,0.025,0.0197,0.0875,0.494,172.159,4
198969,2sO2B8YGt8Bi9p3tgmSdlC,November Rain - B&H Version,47,291427,0,['Ghetto Blaster Ltd.'],['0g6rXs7y0Xalc9NSqM3jER'],2006-11-14,0.749,0.717,7,-8.412,1,0.067,0.233,0.0308,0.203,0.814,170.1,4
297189,0eJy9SL6rXQYnVieuV7Pwn,Bargain,34,334160,0,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],1971-08-14,0.469,0.801,3,-10.737,1,0.0457,0.0342,0.000882,0.151,0.359,133.795,4
115009,6figuqCgrLTSSaoCxwmrns,"A State Of Trance (Mixed) - About the 'A State Of Trance Year Mix 2018', Pt. 2",2,42422,0,['Armin van Buuren'],['0SfsnGyD8FpIN4U4WCkBZ5'],2018-12-27,0.727,0.417,4,-13.944,0,0.637,0.943,0.0,0.185,0.905,104.246,3
432085,6VOD2jucQ4ojsKWN8AOzr4,A Vida É Festa,26,232773,0,['Banda Beijo'],['6scgR2PrQGb4TU4MTCQdVK'],1992-01-03,0.78,0.603,4,-14.729,0,0.0969,0.268,0.000166,0.274,0.865,104.976,4
61011,5arss91xTIz3JYkFtHKAxp,Labour Of Love - Edit,47,216200,0,['Hue and Cry'],['1qHH0kJrUPogAIBlPPnPLa'],1987-01-01,0.728,0.866,7,-9.986,1,0.0352,0.25,0.0,0.0585,0.659,123.157,4
339713,1w6sPAkLxIMykSFcglDmoa,"Per, Pål og Espen Askeladd",10,622753,0,"['Asbjørnsen og Moe', 'Henki Kolstad']","['2pYTcDqfd4l5eT8LlqHoyQ', '1qXsm5HuqipLxOMd2bvyET']",1986-01-01,0.624,0.308,2,-16.947,1,0.963,0.852,0.0,0.545,0.493,172.2,4
373596,1fHrsv1UkFwH4Fq64b20oF,Cımbız,44,216629,0,['Serdar Ortaç'],['7BJjzi0JHyDHAsmVe21dGa'],2017-10-16,0.703,0.93,0,-5.02,0,0.0491,0.14,7.89e-06,0.338,0.802,99.988,4
421829,0y5FhPfUqqnHqXNdjhuREz,¡Qué Va!,7,167213,0,['Javier Solís'],['7jerD1mbWgyDukHAmCvdCj'],1965-06-06,0.518,0.286,5,-9.057,1,0.0289,0.845,3.36e-06,0.33,0.615,100.564,4
502964,3AnPQQ5fZvWGS3QZYxUs9s,Danas Sam Ok,28,230467,0,['Dino Merlin'],['7BjXGqrW02WB9cnLKKzwrK'],1989-01-01,0.537,0.972,11,-3.799,0,0.243,0.0149,3.23e-05,0.325,0.538,121.596,4
203743,0mX96ocexO34m1AxI6MFQo,"The Wall - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",21,114013,0,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],1968-05-02,0.617,0.254,8,-14.671,1,0.166,0.85,0.0,0.439,0.673,79.336,4
138880,3pns5Pl9ylbvpZ5ad9tuTG,Villit ruusut,14,115533,0,"['Annikki Tähti', 'Humppa-Veikot']","['3jeGbsOLRz8dOkEKbfaAu0', '1omUpgiAsXnqqnWLNl4N29']",1962,0.716,0.359,9,-7.953,0,0.0428,0.93,0.0,0.367,0.94,113.472,4
463907,4iJb4Sc8W2b2ON1jKVIQUU,Maeva Ghennam,59,136305,1,['THABITI'],['5Ea2kDQeQNQrIcI6tCthaQ'],2020-10-15,0.883,0.939,9,-3.595,1,0.0793,0.017,0.000884,0.598,0.608,130.0,4
491920,6BqMDVtK5cVWuCHxSoBVdg,Roll On,42,188747,0,['The Living End'],['3ExT45ORJ8pT516HRZbr7G'],2000-11-27,0.419,0.922,7,-4.583,1,0.0694,0.00136,0.0,0.11,0.546,146.347,4
416004,17SLDiuINZll0JcJnIEJtB,電火王,42,303253,1,['Bisiugroup'],['3n16EAnJtz6SZGx2zJssrI'],2018-08-22,0.609,0.885,4,-5.828,0,0.145,0.04,0.0,0.0396,0.787,167.872,4
266787,6rj0znJPl7hke3qFELbmam,Craise Finton Kirk Royal Academy Of Arts,24,140507,0,['Bee Gees'],['1LZEQNv7sE11VDY3SdxQeN'],1967-07-14,0.633,0.149,9,-20.271,1,0.074,0.982,0.94,0.133,0.654,120.859,4
275245,1YQF92Z2w71SrMJePND079,祝福,28,239333,0,['Sally Yeh'],['7Bx0SBZoIX73eywmBcdqFb'],2004-12-02,0.63,0.281,0,-10.921,1,0.0317,0.771,0.0,0.286,0.371,142.285,4
382653,4TUPRUxN8BteHYomWzTSFC,Хорошо,2,147931,0,['Edita Piekha'],['6IwuNjffvvRt2L8cPTsZIT'],1964,0.484,0.556,8,-9.582,1,0.0318,0.785,0.0,0.19,0.962,79.074,4
413273,62eDFtwpX6HgkwtpcAEipD,傷心的歌,25,310427,0,['Wakin Chau'],['6wcIBaOvA9XNGgPujYZZ7L'],2003-09-30,0.518,0.533,10,-7.343,1,0.0331,0.714,0.0,0.125,0.346,117.863,4
319164,2bipqJi9vbB3M9vSUc8GDF,Sounds of silence,28,211720,0,['Emilíana Torrini'],['08j69Ndyx1P7RLO3Janb5P'],1996,0.58,0.516,0,-8.08,1,0.0235,0.574,3.37e-06,0.227,0.207,92.057,4
273982,7y0Zxl1lRqQdUhKt7k31km,記事本,44,261400,0,['Steve Chou'],['1Qneon4tYZ7srVOU91bTsO'],2000-12-25,0.461,0.442,3,-7.742,1,0.0282,0.768,0.0,0.194,0.218,81.945,4
445569,7L9jg2ZII2opYuPFs00lvM,Can't You Hear Me Calling,21,143333,0,['The Flying Burrito Brothers'],['0rESpKEusFHxhW59MIf7eM'],1971-03-23,0.406,0.736,2,-11.513,1,0.0367,0.0472,0.737,0.284,0.842,189.829,4
153092,71gDQ4rlgtXW5WwCokzbRR,No Comprendo,25,270947,0,"['Diomedes Diaz', 'Ivan Zuleta']","['66NweiA3nU84k1S3SZdTSG', '5EaL3CfK7WVRU5pCzUt35B']",1998,0.49,0.668,8,-7.999,1,0.075,0.294,0.0,0.259,0.966,169.065,4
359364,3JtGWIj49HVe7H2PUCaiOA,No controles,36,188227,0,['Café Tacvba'],['09xj0S68Y1OU1vHMCZAIvz'],1996-10-25,0.737,0.906,6,-5.704,0,0.0599,0.0134,0.0994,0.164,0.486,110.784,4
117858,6oytv9amMEx3pxSw9UmEtv,El Gato Lopez,52,160627,0,['Ska-P'],['2fiiGUBgPsIKDCE0bTthnl'],1996-03-01,0.605,0.989,0,-1.68,1,0.0901,0.069,0.0,0.33,0.727,110.103,4
3620,5ONQ3iqrBPQBU0Qt2S1diW,La Cieguita - Instrumental (Remasterizado),0,184947,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1927-08-20,0.844,0.276,9,-18.051,1,0.0701,0.993,0.943,0.111,0.899,115.226,4
148774,4M3anfzgQlftlEZTgssKKe,055 - Der Mörder aus dem Schauerwald - Teil 24,32,90453,0,['TKKG Retro-Archiv'],['0i38tQX5j4gZ0KS3eCMoIl'],1987-11-01,0.66,0.531,6,-9.823,1,0.958,0.463,0.0,0.412,0.631,94.645,4
339344,5X5VTfAtOhORpVSnFDfaPH,Ingen Annen Bestevenn,14,210187,0,['Børud-Gjengen'],['4o6Ia4RtdrFTcqYNqy4GZC'],1983-06-18,0.77,0.607,4,-9.737,1,0.031,0.565,0.000155,0.197,0.648,119.822,4
247155,05W8ABCTLt6tbGNEFRKvUm,Lover Come Back to Me,12,153773,0,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],1962-08-13,0.568,0.589,0,-10.725,0,0.0675,0.627,0.0,0.0741,0.93,110.249,4
437285,7ImVTjQYIaeH2CEaCxyY5S,Vagabundo Também Ama / Vida Longa Mundo Pequeno,51,529601,0,['Oriente'],['0IVBT8qQNwvHLzOJL6kGpE'],2014-07-25,0.509,0.563,4,-12.019,0,0.365,0.372,0.0,0.199,0.516,81.525,4
522054,3VoXhVgSGTMUV8OVSTomgJ,Benjamin Blümchen Lied,27,48935,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],1983-01-01,0.818,0.328,11,-14.801,1,0.0731,0.604,0.0,0.617,0.969,120.043,4
289156,2vYVSBJQ98KuwuDnU1MZ3C,Kai Tha Chatho,21,202827,0,['Michalis Hatzigiannis'],['77YRvt1TuxpCmW4Ydrx69A'],1984-03-14,0.61,0.442,5,-10.326,0,0.0359,0.518,8.85e-06,0.243,0.299,80.053,4
106139,3GOZbK2epuHzCt5YvvVFHO,Alone Together - Rudy Van Gelder Remaster,56,190400,0,['Kenny Dorham'],['2fMvylhnE23sAlyePKK8er'],1992-01-01,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,4
327099,4QZIAHOH3NlpiEZith39Ft,Kapitel 19 - als Pilot (Folge 030),27,61046,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],1983-01-01,0.681,0.554,2,-11.011,1,0.608,0.886,0.0,0.0854,0.578,61.336,4
232393,38MJsWhVpN3iNYZnvNxDZa,Whole Lotta Love,20,190760,0,['B.B. King'],['5xLSa7l4IV1gsQfhAMvl0U'],1960-01-01,0.706,0.781,8,-4.803,1,0.117,0.589,4.97e-05,0.343,0.707,109.232,4
565031,1IdKCq2bIbrp6pcK3GqwB7,Kazdemu wolno kochac,1,85865,0,['Mieczyslaw Fogg'],['2P14f8iIJW2W9pGvYMcCtq'],1960-09-07,0.476,0.254,3,-11.848,1,0.0369,0.704,0.0,0.513,0.563,115.555,3
46423,7iGLv3XwCMt2iOcF8N6F2P,Let Me in Your Life,36,162175,0,['Bill Withers'],['1ThoqLcyIYvZn7iWbj8fsj'],1972-05-01,0.451,0.0583,4,-16.371,1,0.0319,0.809,0.00515,0.112,0.291,80.136,4
103342,00YjgSZCdVvAKwL6RU2TIV,All is Not Lost,7,250039,0,['Johnny Clegg'],['7idPv1alc0mcEhEsKlMV2O'],1985,0.741,0.606,9,-7.456,0,0.0325,0.178,3.84e-05,0.192,0.728,140.98,4
307532,1ovRjVstf9BoQgJFErCW0T,A Waste Land,30,60773,0,['Bryan Ferry'],['5RNFFojXkPRmlJZIwXeKQC'],1985,0.335,0.251,1,-18.598,1,0.0548,0.948,0.409,0.19,0.0553,80.848,4
12647,5PLb8XQoaO41wd24qt7AEp,Babar Desher Kuruya,0,191240,0,['Abbasuddin Ahmed'],['62yiWDicGEowPUy1V4FuAQ'],1938-12-01,0.461,0.133,11,-17.188,1,0.0511,0.995,0.894,0.164,0.743,136.93,4
415161,7b3p9nGAWa2fByucNemToA,Love of B,44,191347,0,['IU'],['3HqSLMAZ3g3d5poNaI7GOU'],2013-10-08,0.855,0.481,8,-3.33,1,0.0479,0.707,5.05e-06,0.109,0.701,99.246,4
91181,72mmhtAEF6TJGcDPqges6u,The Girl Is Mine,22,213520,0,['99 Souls'],['7aLdKgvXgDQz0wi5z2PKMV'],2018-12-07,0.677,0.935,1,-4.648,0,0.0372,0.00331,0.0918,0.0344,0.75,119.005,4
27275,0JdXsUKx6P2PmeqCnsalmW,"Symphony No. 35 in D Major, K. 385 ""Haffner"": IV. Finale. Presto",0,227600,0,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'New York Philharmonic']","['4NJhFmfw43RLBLjQvxDuRS', '1p4YAX8Nh6LiW3uPd49oAR', '3gacryguGmpmCvgPGt2CBI']",1953,0.338,0.299,2,-11.503,1,0.0441,0.86,0.821,0.101,0.448,141.51,4
78825,49UruWv7jWtL55Jb2GBV7A,Maggie Anne (2005),0,218958,0,['Adam Gardner'],['7GbMHSUkqSEF3eeL4x7Nuy'],2015-12-16,0.483,0.0769,4,-17.972,0,0.0331,0.941,0.00113,0.172,0.243,138.651,4
380408,6y234mJkt0DEh39NxZ4uZ6,You And Your Sister - Remastered,45,194227,0,['This Mortal Coil'],['5OK8j1JnhoBlivN32G7yOO'],2012-08-06,0.42,0.276,5,-16.211,1,0.0305,0.793,0.00192,0.292,0.505,208.589,4
71457,1OxcIUqVmVYxT6427tbhDW,Fly Away,72,221333,0,['Lenny Kravitz'],['5gznATMVO85ZcLTkE9ULU7'],1998-05-12,0.587,0.872,7,-5.066,1,0.0484,0.018,0.0,0.622,0.735,159.925,4
531381,5CiHCfXZQyQEkmSeEj39PF,Pal Pal Dil Ke Paas- Title Track,59,254516,0,"['Arijit Singh', 'Parampara Tandon']","['4YRxDV8wJFPHPTeXepOstw', '1E6arsXf5Fgsnv9YpSzjpE']",2019-08-29,0.56,0.512,1,-7.185,0,0.0333,0.592,0.0,0.056,0.39,123.991,4
286452,50QLISbbjSKR89iuBAnlWC,Cola-Te a Mim,41,168073,0,['Nininho'],['7bMt24fjCeUulKxEUyLdL6'],2019-07-05,0.386,0.78,2,-6.169,0,0.0503,0.372,0.0,0.344,0.633,91.22,4
272727,7dDLhSCR2s6xynjBTbfRLg,預備,10,257867,0,['Beyond'],['4F5TrtYYxsVM1PhbtISE5m'],1996,0.447,0.757,7,-6.529,1,0.0374,0.293,4.94e-06,0.107,0.821,156.061,4
494677,0xeenkE6nz0PFsQkZswMu0,002 - Schrumpeldei und Schrumpelmei mit neuen Hexereien - Teil 02,12,92707,0,['Die Hexe Schrumpeldei'],['7FExwLQwWrMLKNyeeCfFrA'],1974,0.756,0.522,0,-12.818,0,0.937,0.92,0.0,0.691,0.689,122.798,3
224245,3EAYf2ynk6tiljWASHzjfe,Always the Sun - Live,27,292133,0,['The Stranglers'],['0RUEHcBiENFEqxgicqS2ig'],1986-10-21,0.676,0.681,2,-9.578,1,0.0266,0.0401,0.832,0.07,0.903,133.457,4
493836,4QqYMJIgFnICbg03b4hbYC,018 - Tom Sawyer und Huckleberry Finn (2) - Teil 29,10,68920,0,['Die Originale'],['0PCtW4w0RN89andUBQ3TVv'],1967-09-11,0.683,0.604,1,-11.694,1,0.944,0.728,0.0,0.0963,0.608,97.881,3
409566,1VQWBZEjwZHyQfTRBHgyEU,長城謠,24,133920,0,['陳雲山'],['6nMWmXfFz9T8ROnDWIP73m'],1988-02-01,0.403,0.311,10,-11.294,1,0.0288,0.715,0.68,0.108,0.341,165.264,4
550585,6MunvIjitMlBZ2zgI3m7uD,女よ、GOMEN,19,325133,0,['Tsuyoshi Nagabuchi'],['5hHNaYRpbcz1qo09jeVcg8'],1990-08-25,0.542,0.903,9,-9.944,1,0.0371,0.0937,2.05e-06,0.214,0.66,149.922,4
338242,1qHBir05WdsgADbS0sLdT0,Margaretas Vise,7,151773,0,['Erik Bye'],['1qqBCY3Scz9Ea1mjkCDgaZ'],1972-01-01,0.199,0.316,2,-12.593,0,0.057,0.93,1.73e-06,0.221,0.175,176.159,3
426118,0bCpwmdqIJhcCkf6P1zNSa,Sobre Mis Pies,57,248240,0,['La Arrolladora Banda El Limón De Rene Camacho'],['5bSfBBCxY8QAk4Pifveisz'],2007,0.674,0.401,7,-8.373,1,0.0323,0.591,3.25e-05,0.219,0.759,124.927,3
233239,464DpgWKGwU6bslAA3tX8V,Alcatraz,23,232333,0,['Leon Russell'],['6r1Xmz7YUD4z0VRUoGm8XN'],1971,0.648,0.696,0,-9.789,1,0.0298,0.233,0.00179,0.304,0.967,123.671,4
372077,1s9tRQg4Mscu53c17qar36,Ay Carmela,42,190427,0,['Rolando Alarcon'],['1zVfOfIieOhrYPFXa6oMEt'],2012-01-01,0.809,0.358,9,-12.609,0,0.0436,0.98,0.441,0.111,0.602,124.068,4
402617,5NiLCKhhQRn6w9wkQJqBI1,New Agenda,31,240533,0,['Janet Jackson'],['4qwGe91Bz9K2T8jXTZ815W'],1993-05-18,0.679,0.967,7,-3.072,1,0.22,0.0637,2.91e-05,0.248,0.264,101.385,4
578698,1lAcqReIC4UOTDEnm5SaXU,Eva-Lena,23,231493,0,['Hasse Andersson'],['08JjzDgK2ltxMBWlez1YyH'],1982-01-01,0.588,0.571,9,-12.276,1,0.0456,0.169,0.0,0.171,0.928,142.225,4
59126,1cotJPbhAMOdrGqwi4BBEL,Storm,43,324336,0,['Rare Silk'],['3k8BWRW5BWLewWbhSOImEf'],1985,0.761,0.176,11,-16.804,1,0.0478,0.923,0.215,0.073,0.581,91.627,4
174465,0mmFHUJdEvOSQKraJfTW0X,Two Hearts Together,39,311821,0,['Neimer'],['5LGF0prQnVuBu2zI5BsAHF'],2007-03-19,0.789,0.987,6,-4.163,1,0.044,0.374,0.882,0.944,0.596,140.073,4
5031,25qpxmFo3YSdHSUckkgI1P,Hutchinson´s Rag - Remastered,0,176175,0,['Frank Hutchinson'],['5tLcyFQXxrtCymkMiIA8cn'],1929-01-12,0.446,0.527,7,-14.144,1,0.0292,0.854,0.531,0.375,0.886,89.072,4
433847,1B5CZQ5kCfI8JgjPKQPAaD,Te Quero Tanto,32,238173,0,['Maurício Manieri'],['0hZ09eMdNmc3d8hM1bXoN4'],1999-07-12,0.634,0.57,8,-8.345,1,0.0288,0.305,0.000121,0.13,0.248,133.956,4
47534,500h8jAdr7LvzzXlm1qxtK,Magic,61,186333,0,['Pilot'],['6PwcexHTG0qJWQQwp05Bpm'],1974-01-01,0.393,0.588,9,-6.68,0,0.0613,0.345,0.0,0.134,0.728,203.145,4
319352,7rw9Po439ImHBapLalYyaH,Ég heyri svo vel,11,142571,0,['Olga Guðrún Árnadóttir'],['2Rw2XHiPLtZIGCltayPNWO'],1997-01-01,0.567,0.298,7,-12.311,1,0.0309,0.975,0.148,0.208,0.67,111.358,4
432149,6YDwSTarnTIlOu4xZgqBkD,Os Anjos,36,125267,0,['Legião Urbana'],['6tw6EpC9RgmSRZiZg0n22t'],1993-01-01,0.719,0.54,9,-13.855,0,0.0435,0.0414,0.00302,0.0921,0.898,82.356,4
511960,67vrIn9iKbbUCumbzbKh67,Ab Ghar Aao Balam Meri Qasam,0,178190,0,['Chorus'],['2Bu3DMTHHdXW4jnhoWHhPa'],1941-01-01,0.501,0.113,5,-18.399,0,0.0706,0.992,0.905,0.111,0.89,68.091,3
422601,5xWKwxz3oH6LXIjOb4LpLM,Cuando Volverás a México,19,210787,0,['Juan Gabriel'],['2MRBDr0crHWE5JwPceFncq'],1979-08-03,0.383,0.353,0,-15.287,1,0.0279,0.545,1.2e-06,0.203,0.401,73.938,4
59079,3fRwEtPmL2hFClf6Ph6l4O,Sutter's Mill,44,391000,0,['Dan Fogelberg'],['0cA5Tg15TwARIRZeiNT1RO'],1985-06-06,0.647,0.362,3,-13.579,1,0.0258,0.546,2.12e-06,0.314,0.607,134.099,4
275922,2fczBEyVwwdRtspsT9kfvg,4 In The Morning,51,291107,0,['Gwen Stefani'],['4yiQZ8tQPux8cPriYMWUFP'],2006-01-01,0.698,0.826,10,-6.261,1,0.031,0.2,0.00013,0.114,0.502,92.409,4
284124,6DcxN9jzax8WgSl39XtTfx,Soldado do Morro,48,412395,0,['MV Bill'],['4oE4ASN8auDhoW9vsXp3VJ'],1999-06-09,0.68,0.585,3,-5.989,0,0.331,0.168,0.0,0.248,0.541,78.078,4
149025,3zl1a8RoZZTYQGoeEaDjtb,"Dile, Cuentale",36,250541,0,['Claudio Moran'],['7nhmhY1TyOa8drWz4O6tAO'],1988-04-19,0.693,0.416,10,-9.265,0,0.0664,0.811,0.173,0.107,0.865,91.986,4
73807,0Ke4BNjApUhk9bgvRDNSUe,Most Precious Love - DF Future 3000 Mix,4,433320,0,"['Blaze', 'UDAUFL', 'Barbara Tucker', 'Dennis Ferrer']","['5yK5YSsWKH35QRTsHQHxEN', '2GTRVovNrpq94MSO7m6VxJ', '6txh5tFMJyxSwT0iE7wX2w', '0MGTHZpAGf7isSfw8yMIoi']",2019-06-21,0.807,0.851,5,-7.49,1,0.051,0.000244,0.00812,0.0419,0.879,125.977,4
161056,73GwpUyOtA2GgjplSUbQK1,"St. Matthew Passion, BWV 244, Pt. 1: No. 2, Evangelist, Jesus: ""Da Jesus diese Rede vollendet hatte""",11,63000,0,"['Johann Sebastian Bach', 'Ernst Haefliger', 'Kieth Engen', 'Münchener Bach-Orchester', 'Karl Richter']","['5aIqB5nVVvmFsvSdExz408', '01Ti9tP1kNrsjr5qE1sNIS', '2gMTYdIaaJThlSKudrJlI7', '38hliKqnaGCbRmZcLNoDvX', '3iamDPaou6RYgX0C43Qm6j']",1959-01-01,0.363,0.0999,7,-22.948,1,0.0425,0.938,7.33e-05,0.143,0.147,111.644,5
364428,4wDiCEDcy0WuouuriphlkJ,"Cello Concerto in E Minor, Op. 85: 1. Adagio - Moderato",25,436400,0,"['Edward Elgar', 'Pierre Fournier', 'Berliner Philharmoniker', 'Alfred Wallenstein']","['430byzy0c5bPn5opiu0SRd', '36MnOrp3WlHJ6CYc5HstxX', '6uRJnvQ3f8whVnmeoecv5Z', '3mNpTUpYRVvaWaHVpFgSnU']",1988-01-01,0.152,0.137,4,-18.525,0,0.0411,0.983,0.725,0.0968,0.0683,87.589,4
460247,2K9mFoLWW1ach8tgsqlcPn,Si j'étais un charpentier,21,140493,0,['Johnny Hallyday'],['2HALYSe657tNJ1iKVXP2xA'],1997-01-01,0.461,0.465,8,-10.53,1,0.0293,0.226,0.000987,0.159,0.411,77.873,4
8076,231LpgIZ8VX5dW8e8rej4u,So Rare,1,164653,0,['Guy Lombardo & His Royal Canadians'],['5fJ4w85NxFXyWlPU9wH6BE'],1932,0.753,0.23,0,-11.728,1,0.0463,0.948,0.0633,0.234,0.687,131.652,4
211160,0tfAVc0HSvma3RnVjerrky,Probablemente,55,317463,0,['Daniela Darcourt'],['4exGY59juoSimpcH1NiuaR'],2018-10-01,0.664,0.825,7,-5.437,1,0.0503,0.128,1.13e-05,0.701,0.475,179.725,4
